part01   dist-3.0 - Configure script generator and related tools, Part01/28
patch03   privlib dir was ~name expanded in the wrong place
patch03   random cleanup
patch03   random cleanup, removed old RCS logs
patch03   removed useless orgname variable
patch03   the users file built by mailagent is now listed under FILES
patch03   typo fixes
patch04   dist-3.0 - Configure script generator and related tools, Patch04
patch04   patch #3, continued
patch05   dist-3.0 - Configure script generator and related tools, Patch05
patch05   fixed fatal typo in here document
patch06   a final double quote was missing in csym variable after eval
patch06   added default for i_sysfile
patch06   added default for i_sysselct
patch06   added default for i_whoami
patch06   added default for large
patch06   added default for libs
patch06   added defaults for cppflags, ccflags and ldflags
patch06   added ldflags as a conditional dependency and to compile line
patch06   added two people to the credits file
patch06   created d_link.U for completeness
patch06   defines were referring to non-existent VOID symbol
patch06   dist-3.0 - Configure script generator and related tools, Patch06
patch06   moved geteditor to ../pl/editor.pl
patch06   new -q option for patsend and patnotify
patch06   new -q option to suppress that
patch06   now asks for recipient list edition by default
patch06   now correctly signals conditional dependencies with no default
patch06   removal of patch temporary files did not work with gaps
patch06   remove wrapper when not actually used
patch06   split unit installation to avoid shell command line overflow
patch06   three new files
patch07   added entry for /usr/shlib/libc.so (OSF/1 machines)
patch07   added support for OSF/1 machines
patch07   dist-3.0 - Configure script generator and related tools, Patch07
patch07   forgot to unlink temporary file
patch07   no longer silent when mail has been sent
patch07   not all 'test' programs support the -x option
patch07   now prompts user for its e-mail address
patch07   now sticks to the question when no default and empty answer
patch07   random cleanup
patch07   two files were wrongly appended to patsend instead
patch07   updated Configure with metaconfig 3.0 PL6-7
patch08   added new visible 'nostick' symbol, mainly for Finish.U
patch08   dist-3.0 - Configure script generator and related tools, Patch08
patch08   fixed comment which wrongly attributed the usrinc symbol
patch08   no more ugly messages when no /usr/include/ctype.h
patch08   prevents myread from blocking on empty answers, exceptionally
patch08   updated Configure
patch08   wrongly stated that patchlevel.h should not be part of MANIFEST.new
patch09   added two more wishes for metaconfig
patch09   dist-3.0 - Configure script generator and related tools, Patch09
patch09   lots of typo fixes and abusive variable substitution problems
patch09   mention low traffic on mailing list
patch09   now skips the 'users' file when computing newest file list
patch09   one of the known bugs has been fixed
patch09   volatile definition was swapped over with undef
patch10   WAD
patch10   added Options dependency for fastread variable
patch10   added compatibility code for older config.sh (WAD)
patch10   added spackage, suitable for starting sentences
patch10   added special handling for Apollo systems (WAD)
patch10   added support for /local/lib (WAD)
patch10   added support for /local/man/man1 (WAD)
patch10   added support for /local/src to the search (WAD)
patch10   added temporary syspath variable to cut down on line length
patch10   allows for L1 man page extension (WAD)
patch10   complain about non-existent hint files (WAD)
patch10   created (WAD)
patch10   dist-3.0 - Configure script generator and related tools, Patch10
patch10   explicitely mention -DDEBUG just in case they need it (WAD)
patch10   fixed shell evaluation w/o shell escape while in silent mode
patch10   force use of config.sh when -d option is used (WAD)
patch10   made #!-failure message more friendly (WAD)
patch10   made prompting more explicit (WAD)
patch10   made questions more explicit for 'Configure -s' prompting (WAD)
patch10   minor format problems and misspellings fixed
patch10   most mailers support Internet addresses nowadays (WAD)
patch10   non-portable var substitution was used (WAD)
patch10   now only defines HAS_BCMP, no macro remap on memcmp (WAD)
patch10   now only defines HAS_BCOPY, no macro remap on memcpy (WAD)
patch10   now only defines HAS_BZERO, no macro remap on memset (WAD)
patch10   now only defines HAS_STRCHR, no macro remap of index (WAD)
patch10   now performs from package dir and not from UU subdir
patch10   one new file
patch10   prompt phrasing made more explicit (WAD)
patch10   removed "(Actually, this looks more like...)" messages (WAD)
patch10   removed all the "tans" variable usage (WAD)
patch10   removed automatic remapping of vfork on fork (WAD)
patch10   removed text recommending bcmp over memcmp (WAD)
patch10   removed text recommending bcopy over memcpy (WAD)
patch10   removed text recommending bzero over memset (WAD)
patch10   reverted to original intent by the Author himself
patch10   test program not always in /bin/test (WAD)
patch10   thanks to Wayne Davison for a set of updates
patch11   dist-3.0 - Configure script generator and related tools, Patch11
patch11   patch #10, continued
